年,月,日,気温,品質,均質
2013,8,27,25.4,8,1
2013,8,28,27.8,8,1
2013,8,29,28.3,8,1
2013,8,30,31.4,8,1
2013,8,31,30.8,8,1
2013,9,1,30.4,8,1
2013,9,2,29.0,8,1
2013,9,3,29.6,8,1
2013,9,4,27.9,8,1
2013,9,5,27.5,8,1
2013,9,6,26.0,8,1
2013,9,7,25.9,8,1
2013,9,8,25.2,8,1
2013,9,9,24.6,8,1
2013,9,10,24.8,8,1
2013,9,11,24.7,8,1
2013,9,12,27.6,8,1
2013,9,13,28.2,8,1
2013,9,14,28.6,8,1
2013,9,15,26.7,8,1
2013,9,16,26.5,8,1
2013,9,17,23.5,8,1
2013,9,18,23.7,8,1
2013,9,19,23.9,8,1
2013,9,20,24.9,8,1
2013,9,21,25.6,8,1
2013,9,22,25.3,8,1
2013,9,23,22.0,8,1
2013,9,24,22.7,8,1
2013,9,25,23.3,8,1
2013,9,26,22.1,8,1
2013,9,27,19.8,8,1
2013,9,28,20.3,8,1
2013,9,29,22.2,8,1
2013,9,30,22.2,8,1
2013,10,1,22.3,8,1
2013,10,2,23.4,8,1
2013,10,3,24.5,8,1
2013,10,4,18.3,8,1
2013,10,5,17.8,8,1
2013,10,6,21.4,8,1
2013,10,7,23.6,8,1
2013,10,8,25.4,8,1
2013,10,9,26.1,8,1
2013,10,10,25.0,8,1
2013,10,11,25.7,8,1
2013,10,12,26.1,8,1
2013,10,13,21.6,8,1
2013,10,14,20.8,8,1
2013,10,15,18.2,8,1
2013,10,16,20.1,8,1
2013,10,17,18.0,8,1
2013,10,18,17.2,8,1
2013,10,19,16.2,8,1
2013,10,20,15.2,8,1
2013,10,21,18.4,8,1
2013,10,22,18.6,8,1
2013,10,23,17.5,8,1
2013,10,24,16.0,8,1
2013,10,25,18.0,8,1
2013,10,26,15.4,8,1
2013,10,27,16.6,8,1
2013,10,28,16.1,8,1
2013,10,29,14.7,8,1
2013,10,30,18.0,8,1
2013,10,31,17.8,8,1
2013,11,1,17.2,8,1
2013,11,2,15.4,8,1
2013,11,3,17.4,8,1
2013,11,4,16.6,8,1
2013,11,5,16.0,8,1
2013,11,6,16.0,8,1
2013,11,7,15.0,8,1
2013,11,8,16.5,8,1
2013,11,9,13.3,8,1
2013,11,10,16.6,8,1
2013,11,11,12.5,8,1
2013,11,12,9.6,8,1
2013,11,13,9.8,8,1
2013,11,14,10.8,8,1
2013,11,15,11.3,8,1
2013,11,16,12.9,8,1
2013,11,17,14.1,8,1
2013,11,18,14.4,8,1
2013,11,19,12.7,8,1
2013,11,20,12.2,8,1
2013,11,21,12.0,8,1
2013,11,22,12.4,8,1
2013,11,23,12.6,8,1
2013,11,24,12.6,8,1
2013,11,25,14.5,8,1
2013,11,26,15.1,8,1
2013,11,27,12.9,8,1
2013,11,28,14.0,8,1
2013,11,29,9.8,8,1
2013,11,30,10.2,8,1
2013,12,1,10.4,8,1
2013,12,2,10.8,8,1
2013,12,3,11.7,8,1
2013,12,4,11.5,8,1
2013,12,5,11.6,8,1
2013,12,6,12.5,8,1
2013,12,7,11.1,8,1
2013,12,8,8.8,8,1
2013,12,9,8.2,8,1
2013,12,10,9.5,8,1
2013,12,11,10.1,8,1
2013,12,12,9.9,8,1
2013,12,13,9.7,8,1
2013,12,14,7.6,8,1
2013,12,15,7.2,8,1
2013,12,16,8.2,8,1
2013,12,17,9.2,8,1
2013,12,18,6.6,8,1
2013,12,19,6.3,8,1
2013,12,20,6.1,8,1
2013,12,21,6.8,8,1
2013,12,22,7.6,8,1
2013,12,23,6.4,8,1
2013,12,24,7.6,8,1
2013,12,25,6.7,8,1
2013,12,26,6.3,8,1
2013,12,27,7.0,8,1
2013,12,28,5.4,8,1
2013,12,29,4.9,8,1
2013,12,30,5.4,8,1
2013,12,31,6.9,8,1
2014,1,1,9.6,8,1
2014,1,2,7.3,8,1
2014,1,3,5.9,8,1
2014,1,4,6.5,8,1
2014,1,5,5.4,8,1
2014,1,6,5.3,8,1
2014,1,7,5.5,8,1
2014,1,8,7.3,8,1
2014,1,9,7.2,8,1
2014,1,10,3.6,8,1
2014,1,11,4.3,8,1
2014,1,12,5.3,8,1
2014,1,13,5.1,8,1
2014,1,14,4.2,8,1
2014,1,15,3.0,8,1
2014,1,16,4.8,8,1
2014,1,17,5.8,8,1
2014,1,18,5.2,8,1
2014,1,19,4.2,8,1
2014,1,20,4.8,8,1
2014,1,21,6.3,8,1
2014,1,22,5.5,8,1
2014,1,23,6.5,8,1
2014,1,24,7.2,8,1
2014,1,25,8.4,8,1
2014,1,26,9.5,8,1
2014,1,27,4.6,8,1
2014,1,28,8.8,8,1
2014,1,29,8.9,8,1
2014,1,30,10.3,8,1
2014,1,31,9.9,8,1
2014,2,1,7.9,8,1
2014,2,2,9.3,8,1
2014,2,3,12.8,8,1
2014,2,4,5.0,8,1
2014,2,5,1.6,8,1
2014,2,6,2.7,8,1
2014,2,7,4.0,8,1
2014,2,8,0.3,8,1
2014,2,9,5.4,8,1
2014,2,10,6.0,8,1
2014,2,11,3.3,8,1
2014,2,12,4.8,8,1
2014,2,13,5.3,8,1
2014,2,14,1.4,8,1
2014,2,15,3.9,8,1
2014,2,16,6.9,8,1
2014,2,17,7.3,8,1
2014,2,18,4.7,8,1
2014,2,19,4.7,8,1
2014,2,20,4.6,8,1
2014,2,21,5.5,8,1
2014,2,22,5.1,8,1
2014,2,23,5.6,8,1
2014,2,24,6.3,8,1
2014,2,25,8.2,8,1
2014,2,26,10.0,8,1
2014,2,27,10.0,8,1
2014,2,28,13.8,8,1
2014,3,1,8.9,8,1
2014,3,2,5.6,8,1
2014,3,3,6.6,8,1
2014,3,4,6.9,8,1
2014,3,5,6.5,8,1
2014,3,6,5.4,8,1
2014,3,7,4.4,8,1
2014,3,8,5.9,8,1
2014,3,9,6.4,8,1
2014,3,10,4.9,8,1
2014,3,11,6.1,8,1
2014,3,12,11.0,8,1
2014,3,13,12.3,8,1
2014,3,14,10.1,8,1
2014,3,15,8.3,8,1
2014,3,16,10.8,8,1
2014,3,17,12.1,8,1
2014,3,18,15.4,8,1
2014,3,19,11.2,8,1
2014,3,20,8.1,8,1
2014,3,21,10.1,8,1
2014,3,22,9.3,8,1
2014,3,23,11.6,8,1
2014,3,24,13.6,8,1
2014,3,25,16.6,8,1
2014,3,26,16.4,8,1
2014,3,27,12.6,8,1
2014,3,28,14.8,8,1
2014,3,29,17.7,8,1
2014,3,30,16.5,8,1
2014,3,31,15.7,8,1
2014,4,1,13.9,8,1
2014,4,2,15.2,8,1
2014,4,3,13.8,8,1
2014,4,4,15.3,8,1
2014,4,5,11.4,8,1
2014,4,6,9.0,8,1
2014,4,7,11.4,8,1
2014,4,8,15.8,8,1
2014,4,9,15.5,8,1
2014,4,10,16.1,8,1
2014,4,11,12.9,8,1
2014,4,12,14.6,8,1
2014,4,13,14.4,8,1
2014,4,14,14.0,8,1
2014,4,15,16.3,8,1
2014,4,16,18.7,8,1
2014,4,17,17.7,8,1
2014,4,18,11.8,8,1
2014,4,19,11.7,8,1
2014,4,20,11.0,8,1
2014,4,21,13.4,8,1
2014,4,22,15.2,8,1
2014,4,23,16.2,8,1
2014,4,24,16.6,8,1
2014,4,25,17.8,8,1
2014,4,26,18.2,8,1
2014,4,27,18.1,8,1
2014,4,28,18.6,8,1
2014,4,29,17.8,8,1
2014,4,30,16.7,8,1
2014,5,1,20.6,8,1
2014,5,2,21.0,8,1
2014,5,3,21.3,8,1
2014,5,4,18.6,8,1
2014,5,5,18.1,8,1
2014,5,6,14.3,8,1
2014,5,7,16.5,8,1
2014,5,8,18.7,8,1
2014,5,9,19.3,8,1
2014,5,10,19.8,8,1
2014,5,11,20.6,8,1
2014,5,12,19.6,8,1
2014,5,13,19.3,8,1
2014,5,14,21.9,8,1
2014,5,15,19.9,8,1
2014,5,16,21.5,8,1
2014,5,17,21.1,8,1
2014,5,18,20.5,8,1
2014,5,19,21.1,8,1
2014,5,20,21.7,8,1
2014,5,21,17.5,8,1
2014,5,22,18.6,8,1
2014,5,23,17.8,8,1
2014,5,24,20.6,8,1
2014,5,25,22.7,8,1
2014,5,26,21.3,8,1
2014,5,27,21.4,8,1
2014,5,28,22.7,8,1
2014,5,29,23.1,8,1
2014,5,30,24.1,8,1
2014,5,31,25.6,8,1
2014,6,1,26.6,8,1
2014,6,2,25.5,8,1
2014,6,3,24.0,8,1
2014,6,4,24.3,8,1
2014,6,5,21.2,8,1
2014,6,6,19.9,8,1
2014,6,7,18.4,8,1
2014,6,8,20.5,8,1
2014,6,9,22.9,8,1
2014,6,10,23.5,8,1
2014,6,11,22.2,8,1
2014,6,12,22.0,8,1
2014,6,13,24.9,8,1
2014,6,14,24.7,8,1
2014,6,15,24.4,8,1
2014,6,16,25.0,8,1
2014,6,17,24.3,8,1
2014,6,18,23.2,8,1
2014,6,19,24.8,8,1
2014,6,20,24.6,8,1
2014,6,21,24.6,8,1
2014,6,22,22.5,8,1
2014,6,23,24.2,8,1
2014,6,24,22.6,8,1
2014,6,25,22.6,8,1
2014,6,26,23.6,8,1
2014,6,27,23.9,8,1
2014,6,28,22.8,8,1
2014,6,29,23.3,8,1
2014,6,30,23.6,8,1
2014,7,1,25.3,8,1
2014,7,2,25.8,8,1
2014,7,3,24.8,8,1
2014,7,4,21.6,8,1
2014,7,5,22.0,8,1
2014,7,6,24.2,8,1
2014,7,7,23.4,8,1
2014,7,8,26.8,8,1
2014,7,9,24.2,8,1
2014,7,10,26.6,8,1
2014,7,11,28.5,8,1
2014,7,12,29.2,8,1
2014,7,13,26.9,8,1
2014,7,14,28.5,8,1
2014,7,15,28.2,8,1
2014,7,16,28.0,8,1
2014,7,17,27.1,8,1
2014,7,18,24.9,8,1
2014,7,19,23.8,8,1
2014,7,20,24.5,8,1
2014,7,21,25.0,8,1
2014,7,22,27.7,8,1
2014,7,23,29.4,8,1
2014,7,24,29.9,8,1
2014,7,25,30.5,8,1
2014,7,26,30.5,8,1
2014,7,27,30.1,8,1
2014,7,28,27.7,8,1
2014,7,29,27.6,8,1
2014,7,30,27.9,8,1
2014,7,31,29.5,8,1
2014,8,1,29.8,8,1
2014,8,2,30.9,8,1
2014,8,3,31.0,8,1
2014,8,4,30.5,8,1
2014,8,5,31.1,8,1
2014,8,6,30.8,8,1
2014,8,7,29.7,8,1
2014,8,8,29.0,8,1
2014,8,9,25.4,8,1
2014,8,10,26.3,8,1
2014,8,11,29.4,8,1
2014,8,12,26.3,8,1
2014,8,13,26.7,8,1
2014,8,14,27.1,8,1
2014,8,15,29.5,8,1
2014,8,16,27.0,8,1
2014,8,17,26.2,8,1
2014,8,18,29.1,8,1
2014,8,19,30.3,8,1
2014,8,20,31.1,8,1
2014,8,21,30.5,8,1
2014,8,22,30.2,8,1
2014,8,23,27.6,8,1
2014,8,24,28.4,8,1
2014,8,25,27.0,8,1
2014,8,26,25.2,8,1
2014,8,27,21.2,8,1
2014,8,28,21.1,8,1
2014,8,29,23.3,8,1
2014,8,30,22.6,8,1
2014,8,31,23.2,8,1
2014,9,1,21.8,8,1
2014,9,2,24.5,8,1
2014,9,3,24.1,8,1
2014,9,4,25.2,8,1
2014,9,5,27.8,8,1
2014,9,6,27.3,8,1
2014,9,7,21.7,8,1
2014,9,8,22.1,8,1
2014,9,9,23.5,8,1
2014,9,10,23.4,8,1
2014,9,11,21.8,8,1
2014,9,12,23.5,8,1
2014,9,13,23.1,8,1
2014,9,14,23.8,8,1
2014,9,15,24.1,8,1
2014,9,16,25.1,8,1
2014,9,17,23.3,8,1
2014,9,18,22.3,8,1
2014,9,19,22.3,8,1
2014,9,20,20.5,8,1
2014,9,21,21.3,8,1
2014,9,22,22.6,8,1
2014,9,23,22.1,8,1
2014,9,24,22.4,8,1
2014,9,25,24.4,8,1
2014,9,26,22.9,8,1
2014,9,27,20.2,8,1
2014,9,28,21.7,8,1
2014,9,29,23.5,8,1
2014,9,30,24.7,8,1
2014,10,1,21.2,8,1
2014,10,2,21.7,8,1
2014,10,3,25.7,8,1
2014,10,4,24.2,8,1
2014,10,5,17.2,8,1
2014,10,6,21.3,8,1
2014,10,7,20.0,8,1
2014,10,8,20.3,8,1
2014,10,9,21.0,8,1
2014,10,10,22.4,8,1
2014,10,11,20.3,8,1
2014,10,12,18.6,8,1
2014,10,13,18.1,8,1
2014,10,14,23.1,8,1
2014,10,15,15.9,8,1
2014,10,16,16.8,8,1
2014,10,17,18.4,8,1
2014,10,18,17.5,8,1
2014,10,19,18.3,8,1
2014,10,20,19.4,8,1
2014,10,21,19.0,8,1
2014,10,22,16.1,8,1
2014,10,23,14.3,8,1
2014,10,24,16.7,8,1
2014,10,25,18.3,8,1
2014,10,26,20.1,8,1
2014,10,27,19.3,8,1
2014,10,28,15.8,8,1
2014,10,29,16.4,8,1
2014,10,30,16.8,8,1
2014,10,31,18.4,8,1
2014,11,1,16.8,8,1
2014,11,2,19.5,8,1
2014,11,3,18.0,8,1
2014,11,4,16.2,8,1
2014,11,5,15.2,8,1
2014,11,6,17.7,8,1
2014,11,7,17.7,8,1
2014,11,8,14.1,8,1
2014,11,9,14.9,8,1
2014,11,10,17.8,8,1
2014,11,11,14.5,8,1
2014,11,12,14.1,8,1
2014,11,13,15.0,8,1
2014,11,14,12.8,8,1
2014,11,15,12.7,8,1
2014,11,16,12.5,8,1
2014,11,17,12.1,8,1
2014,11,18,12.9,8,1
2014,11,19,12.1,8,1
2014,11,20,9.1,8,1
2014,11,21,12.3,8,1
2014,11,22,13.8,8,1
2014,11,23,14.1,8,1
2014,11,24,13.2,8,1
2014,11,25,11.1,8,1
2014,11,26,9.2,8,1
2014,11,27,12.9,8,1
2014,11,28,14.1,8,1
2014,11,29,13.8,8,1
2014,11,30,15.1,8,1
2014,12,1,13.5,8,1
2014,12,2,10.8,8,2
2014,12,3,8.2,8,2
2014,12,4,8.8,8,2
2014,12,5,8.3,8,2
2014,12,6,5.1,8,2
2014,12,7,6.2,8,2
2014,12,8,6.6,8,2
2014,12,9,7.3,8,2
2014,12,10,7.3,8,2
2014,12,11,9.6,8,2
2014,12,12,9.3,8,2
2014,12,13,7.0,8,2
2014,12,14,4.8,8,2
2014,12,15,5.3,8,2
2014,12,16,3.6,8,2
2014,12,17,4.3,8,2
2014,12,18,4.0,8,2
2014,12,19,5.4,8,2
2014,12,20,5.3,8,2
2014,12,21,8.6,8,2
2014,12,22,7.1,8,2
2014,12,23,6.3,8,2
2014,12,24,5.9,8,2
2014,12,25,6.3,8,2
2014,12,26,5.1,8,2
2014,12,27,4.6,8,2
2014,12,28,3.8,8,2
2014,12,29,4.2,8,2
2014,12,30,6.6,8,2
2014,12,31,8.0,8,2
2015,1,1,3.7,8,2
2015,1,2,2.7,8,2
2015,1,3,3.8,8,2
2015,1,4,4.0,8,2
2015,1,5,6.9,8,2
2015,1,6,10.8,8,2
2015,1,7,5.6,8,2
2015,1,8,6.2,8,2
2015,1,9,6.7,8,2
2015,1,10,6.3,8,2
2015,1,11,6.4,8,2
2015,1,12,5.2,8,2
2015,1,13,6.6,8,2
2015,1,14,6.6,8,2
2015,1,15,5.4,8,2
2015,1,16,8.9,8,2
2015,1,17,5.9,8,2
2015,1,18,4.7,8,2
2015,1,19,5.7,8,2
2015,1,20,6.3,8,2
2015,1,21,2.5,8,2
2015,1,22,4.6,8,2
2015,1,23,6.9,8,2
2015,1,24,4.9,8,2
2015,1,25,7.0,8,2
2015,1,26,9.0,8,2
2015,1,27,9.8,8,2
2015,1,28,5.2,8,2
2015,1,29,3.9,8,2
2015,1,30,2.2,8,2
2015,1,31,4.9,8,2
2015,2,1,4.0,8,2
2015,2,2,4.7,8,2
2015,2,3,4.7,8,2
2015,2,4,5.2,8,2
2015,2,5,2.6,8,2
2015,2,6,5.4,8,2
2015,2,7,5.3,8,2
2015,2,8,4.0,8,2
2015,2,9,2.0,8,2
2015,2,10,3.2,8,2
2015,2,11,5.6,8,2
2015,2,12,7.0,8,2
2015,2,13,5.0,8,2
2015,2,14,4.9,8,2
2015,2,15,5.5,8,2
2015,2,16,7.0,8,2
2015,2,17,3.9,8,2
2015,2,18,3.3,8,2
2015,2,19,6.2,8,2
2015,2,20,6.3,8,2
2015,2,21,6.2,8,2
2015,2,22,6.3,8,2
2015,2,23,10.7,8,2
2015,2,24,9.7,8,2
2015,2,25,9.2,8,2
2015,2,26,6.6,8,2
2015,2,27,8.2,8,2
2015,2,28,7.4,8,2
2015,3,1,6.9,8,2
2015,3,2,9.3,8,2
2015,3,3,5.6,8,2
2015,3,4,9.6,8,2
2015,3,5,9.3,8,2
2015,3,6,7.3,8,2
2015,3,7,6.0,8,2
2015,3,8,8.2,8,2
2015,3,9,9.0,8,2
2015,3,10,7.7,8,2
2015,3,11,6.2,8,2
2015,3,12,8.6,8,2
2015,3,13,8.9,8,2
2015,3,14,8.9,8,2
2015,3,15,8.4,8,2
2015,3,16,11.1,8,2
2015,3,17,14.5,8,2
2015,3,18,14.8,8,2
2015,3,19,11.9,8,2
2015,3,20,11.8,8,2
2015,3,21,10.5,8,2
2015,3,22,12.9,8,2
2015,3,23,10.7,8,2
2015,3,24,8.2,8,2
2015,3,25,8.1,8,2
2015,3,26,9.5,8,2
2015,3,27,12.3,8,2
2015,3,28,14.1,8,2
2015,3,29,14.6,8,2
2015,3,30,16.2,8,2
2015,3,31,16.7,8,2
2015,4,1,13.9,8,2
2015,4,2,11.6,8,2
2015,4,3,17.3,8,2
2015,4,4,13.2,8,2
2015,4,5,10.3,8,2
2015,4,6,16.2,8,2
2015,4,7,10.0,8,2
2015,4,8,4.1,8,2
2015,4,9,7.4,8,2
2015,4,10,8.3,8,2
2015,4,11,11.5,8,2
2015,4,12,12.9,8,2
2015,4,13,9.7,8,2
2015,4,14,12.1,8,2
2015,4,15,15.4,8,2
2015,4,16,15.7,8,2
2015,4,17,16.4,8,2
2015,4,18,14.0,8,2
2015,4,19,14.3,8,2
2015,4,20,18.4,8,2
2015,4,21,17.5,8,2
2015,4,22,15.7,8,2
2015,4,23,18.0,8,2
2015,4,24,18.3,8,2
2015,4,25,17.2,8,2
2015,4,26,17.8,8,2
2015,4,27,19.3,8,2
2015,4,28,20.8,8,2
2015,4,29,19.4,8,2
2015,4,30,19.0,8,2
2015,5,1,20.5,8,2
2015,5,2,21.0,8,2
2015,5,3,21.2,8,2
2015,5,4,21.6,8,2
2015,5,5,18.3,8,2
2015,5,6,18.2,8,2
2015,5,7,19.1,8,2
2015,5,8,20.7,8,2
2015,5,9,18.7,8,2
2015,5,10,19.7,8,2
2015,5,11,17.2,8,2
2015,5,12,19.6,8,2
2015,5,13,22.5,8,2
2015,5,14,23.1,8,2
2015,5,15,22.7,8,2
2015,5,16,20.9,8,2
2015,5,17,22.2,8,2
2015,5,18,21.5,8,2
2015,5,19,20.2,8,2
2015,5,20,22.2,8,2
2015,5,21,19.5,8,2
2015,5,22,20.5,8,2
2015,5,23,21.6,8,2
2015,5,24,21.0,8,2
2015,5,25,21.3,8,2
2015,5,26,23.3,8,2
2015,5,27,23.9,8,2
2015,5,28,22.1,8,2
2015,5,29,20.7,8,2
2015,5,30,23.4,8,2
2015,5,31,25.7,8,2
2015,6,1,23.6,8,2
2015,6,2,23.5,8,2
2015,6,3,21.7,8,2
2015,6,4,23.1,8,2
2015,6,5,18.8,8,2
2015,6,6,18.0,8,2
2015,6,7,20.8,8,2
2015,6,8,21.0,8,2
2015,6,9,19.5,8,2
2015,6,10,22.6,8,2
2015,6,11,23.0,8,2
2015,6,12,21.4,8,2
2015,6,13,24.0,8,2
2015,6,14,22.5,8,2
2015,6,15,24.6,8,2
2015,6,16,23.3,8,2
2015,6,17,21.6,8,2
2015,6,18,21.9,8,2
2015,6,19,19.1,8,2
2015,6,20,21.7,8,2
2015,6,21,20.6,8,2
2015,6,22,22.6,8,2
2015,6,23,23.4,8,2
2015,6,24,23.8,8,2
2015,6,25,24.3,8,2
2015,6,26,22.4,8,2
2015,6,27,22.6,8,2
2015,6,28,23.2,8,2
2015,6,29,21.6,8,2
2015,6,30,22.5,8,2
2015,7,1,20.5,8,2
2015,7,2,22.5,8,2
2015,7,3,21.9,8,2
2015,7,4,22.5,8,2
2015,7,5,20.1,8,2
2015,7,6,19.8,8,2
2015,7,7,21.3,8,2
2015,7,8,22.4,8,2
2015,7,9,19.4,8,2
2015,7,10,23.2,8,2
2015,7,11,25.9,8,2
2015,7,12,27.2,8,2
2015,7,13,29.4,8,2
2015,7,14,29.9,8,2
2015,7,15,28.4,8,2
2015,7,16,26.4,8,2
2015,7,17,26.7,8,2
2015,7,18,27.2,8,2
2015,7,19,29.4,8,2
2015,7,20,28.8,8,2
2015,7,21,29.4,8,2
2015,7,22,28.9,8,2
2015,7,23,27.0,8,2
2015,7,24,28.1,8,2
2015,7,25,28.6,8,2
2015,7,26,30.3,8,2
2015,7,27,30.4,8,2
2015,7,28,29.6,8,2
2015,7,29,29.4,8,2
2015,7,30,29.1,8,2
2015,7,31,30.0,8,2
2015,8,1,30.5,8,2
2015,8,2,30.2,8,2
2015,8,3,29.8,8,2
2015,8,4,30.0,8,2
2015,8,5,30.2,8,2
2015,8,6,30.9,8,2
2015,8,7,31.5,8,2
2015,8,8,27.6,8,2
2015,8,9,27.9,8,2
2015,8,10,27.9,8,2
2015,8,11,29.4,8,2
2015,8,12,28.9,8,2
2015,8,13,27.5,8,2
2015,8,14,26.9,8,2
2015,8,15,27.7,8,2
2015,8,16,27.8,8,2
2015,8,17,25.7,8,2
2015,8,18,28.2,8,2
2015,8,19,27.8,8,2
2015,8,20,25.6,8,2
2015,8,21,26.0,8,2
2015,8,22,28.3,8,2
2015,8,23,26.7,8,2
2015,8,24,24.3,8,2
2015,8,25,21.5,8,2
2015,8,26,19.5,8,2
2015,8,27,23.6,8,2
2015,8,28,21.7,8,2
2015,8,29,20.0,8,2
2015,8,30,21.2,8,2
2015,8,31,22.1,8,2
2015,9,1,23.7,8,2
2015,9,2,26.9,8,2
2015,9,3,25.7,8,2
2015,9,4,24.7,8,2
2015,9,5,25.4,8,2
2015,9,6,23.8,8,2
2015,9,7,23.0,8,2
2015,9,8,20.0,8,2
2015,9,9,22.4,8,2
2015,9,10,21.8,8,2
2015,9,11,23.9,8,2
2015,9,12,24.7,8,2
2015,9,13,24.4,8,2
2015,9,14,22.9,8,2
2015,9,15,22.3,8,2
2015,9,16,21.1,8,2
2015,9,17,17.9,8,2
2015,9,18,20.6,8,2
2015,9,19,24.1,8,2
2015,9,20,23.3,8,2
2015,9,21,22.7,8,2
2015,9,22,23.0,8,2
2015,9,23,22.4,8,2
2015,9,24,20.4,8,2
2015,9,25,17.7,8,2
2015,9,26,20.5,8,2
2015,9,27,21.4,8,2
2015,9,28,23.3,8,2
2015,9,29,22.7,8,2
2015,9,30,20.9,8,2
2015,10,1,19.4,8,2
2015,10,2,23.2,8,2
2015,10,3,21.7,8,2
2015,10,4,21.3,8,2
2015,10,5,17.9,8,2
2015,10,6,17.7,8,2
2015,10,7,17.5,8,2
2015,10,8,19.4,8,2
2015,10,9,20.2,8,2
2015,10,10,18.3,8,2
2015,10,11,18.9,8,2
2015,10,12,18.7,8,2
2015,10,13,18.8,8,2
2015,10,14,18.4,8,2
2015,10,15,18.8,8,2
2015,10,16,15.6,8,2
2015,10,17,17.5,8,2
2015,10,18,18.8,8,2
2015,10,19,19.0,8,2
2015,10,20,19.0,8,2
2015,10,21,17.2,8,2
2015,10,22,17.4,8,2
2015,10,23,17.9,8,2
2015,10,24,19.0,8,2
2015,10,25,16.1,8,2
2015,10,26,15.5,8,2
2015,10,27,18.3,8,2
2015,10,28,20.8,8,2
2015,10,29,17.1,8,2
2015,10,30,17.1,8,2
2015,10,31,14.4,8,2
2015,11,1,13.1,8,2
2015,11,2,12.7,8,2
2015,11,3,16.2,8,2
2015,11,4,14.4,8,2
2015,11,5,15.1,8,2
2015,11,6,16.4,8,2
2015,11,7,16.5,8,2
2015,11,8,15.2,8,2
2015,11,9,18.2,8,2
2015,11,10,16.5,8,2
2015,11,11,14.9,8,2
2015,11,12,13.4,8,2
2015,11,13,13.1,8,2
2015,11,14,13.0,8,2
2015,11,15,16.0,8,2
2015,11,16,17.2,8,2
2015,11,17,18.5,8,2
2015,11,18,16.7,8,2
2015,11,19,14.5,8,2
2015,11,20,13.7,8,2
2015,11,21,15.5,8,2
2015,11,22,13.1,8,2
2015,11,23,12.2,8,2
2015,11,24,14.3,8,2
2015,11,25,8.7,8,2
2015,11,26,8.7,8,2
2015,11,27,9.9,8,2
2015,11,28,9.4,8,2
2015,11,29,10.4,8,2
2015,11,30,10.0,8,2
2015,12,1,10.8,8,2
2015,12,2,9.5,8,2
2015,12,3,10.5,8,2
2015,12,4,9.9,8,2
2015,12,5,9.8,8,2
2015,12,6,10.6,8,2
2015,12,7,9.2,8,2
2015,12,8,8.0,8,2
2015,12,9,7.5,8,2
2015,12,10,8.8,8,2
2015,12,11,14.7,8,2
2015,12,12,12.6,8,2
2015,12,13,10.2,8,2
2015,12,14,11.6,8,2
2015,12,15,11.5,8,2
2015,12,16,12.9,8,2
2015,12,17,10.1,8,2
2015,12,18,7.8,8,2
2015,12,19,7.1,8,2
2015,12,20,6.9,8,2
2015,12,21,8.8,8,2
2015,12,22,11.0,8,2
2015,12,23,6.8,8,2
2015,12,24,10.3,8,2
2015,12,25,10.9,8,2
2015,12,26,8.5,8,2
2015,12,27,7.3,8,2
2015,12,28,6.0,8,2
2015,12,29,6.3,8,2
2015,12,30,7.2,8,2
2015,12,31,6.6,8,2
2016,1,1,7.5,8,2
2016,1,2,7.3,8,2
2016,1,3,9.3,8,2
2016,1,4,9.2,8,2
2016,1,5,10.9,8,2
2016,1,6,8.9,8,2
2016,1,7,8.7,8,2
2016,1,8,6.8,8,2
2016,1,9,7.3,8,2
2016,1,10,7.9,8,2
2016,1,11,7.1,8,2
2016,1,12,3.4,8,2
2016,1,13,4.3,8,2
2016,1,14,6.0,8,2
2016,1,15,5.6,8,2
2016,1,16,6.5,8,2
2016,1,17,5.8,8,2
2016,1,18,2.8,8,2
2016,1,19,5.1,8,2
2016,1,20,4.1,8,2
2016,1,21,5.4,8,2
2016,1,22,5.8,8,2
2016,1,23,3.9,8,2
2016,1,24,3.3,8,2
2016,1,25,2.9,8,2
2016,1,26,3.8,8,2
2016,1,27,6.3,8,2
2016,1,28,7.8,8,2
2016,1,29,5.4,8,2
2016,1,30,3.3,8,2
2016,1,31,6.1,8,2
2016,2,1,4.7,8,2
2016,2,2,6.0,8,2
2016,2,3,5.0,8,2
2016,2,4,5.1,8,2
2016,2,5,7.5,8,2
2016,2,6,6.7,8,2
2016,2,7,5.0,8,2
2016,2,8,4.4,8,2
2016,2,9,6.6,8,2
2016,2,10,6.0,8,2
2016,2,11,6.0,8,2
2016,2,12,7.2,8,2
2016,2,13,14.0,8,2
2016,2,14,18.5,8,2
2016,2,15,8.1,8,2
2016,2,16,5.6,8,2
2016,2,17,6.2,8,2
2016,2,18,6.2,8,2
2016,2,19,9.7,8,2
2016,2,20,8.0,8,2
2016,2,21,9.5,8,2
2016,2,22,6.7,8,2
2016,2,23,6.7,8,2
2016,2,24,5.8,8,2
2016,2,25,3.8,8,2
2016,2,26,5.8,8,2
2016,2,27,7.8,8,2
2016,2,28,8.7,8,2
2016,2,29,8.3,8,2
2016,3,1,5.2,8,2
2016,3,2,6.3,8,2
2016,3,3,9.2,8,2
2016,3,4,10.4,8,2
2016,3,5,10.7,8,2
2016,3,6,13.2,8,2
2016,3,7,14.1,8,2
2016,3,8,15.8,8,2
2016,3,9,8.7,8,2
2016,3,10,6.1,8,2
2016,3,11,4.6,8,2
2016,3,12,5.8,8,2
2016,3,13,6.7,8,2
2016,3,14,5.7,8,2
2016,3,15,8.1,8,2
